home,game_date,Target label,fg_pct_home,fg3_pct_home,oreb_home,dreb_home,ast_home,stl_home,blk_home,tov_home,pts_home,away,fg_pct_away,fg3_pct_away,oreb_away,dreb_away,ast_away,stl_away,blk_away,pts_away,season_type
Philadelphia 76ers,2021-04-19,L,0.393,0.375,10.0,32.0,26.0,9.0,6.0,13.0,96,Golden State Warriors,0.447,0.438,6.0,39.0,15.0,2.0,5.0,107,Regular Season
Milwaukee Bucks,2021-04-19,L,0.48,0.324,9.0,42.0,19.0,7.0,3.0,12.0,127,Phoenix Suns,0.481,0.405,8.0,37.0,28.0,7.0,4.0,128,Regular Season
Indiana Pacers,2021-04-19,L,0.327,0.235,14.0,40.0,20.0,4.0,7.0,7.0,94,San Antonio Spurs,0.429,0.286,9.0,48.0,27.0,4.0,4.0,109,Regular Season
Denver Nuggets,2021-04-19,W,0.5,0.385,13.0,45.0,30.0,6.0,6.0,24.0,139,Memphis Grizzlies,0.477,0.425,10.0,37.0,33.0,15.0,3.0,137,Regular Season
Washington Wizards,2021-04-19,W,0.505,0.323,8.0,34.0,31.0,8.0,2.0,12.0,119,Oklahoma City Thunder,0.434,0.394,9.0,39.0,23.0,6.0,2.0,107,Regular Season
Detroit Pistons,2021-04-19,W,0.488,0.37,10.0,34.0,25.0,8.0,5.0,17.0,109,Cleveland Cavaliers,0.488,0.192,9.0,30.0,24.0,9.0,8.0,105,Regular Season
Miami Heat,2021-04-19,W,0.484,0.396,11.0,41.0,31.0,7.0,5.0,15.0,113,Houston Rockets,0.388,0.237,6.0,35.0,20.0,8.0,3.0,91,Regular Season
Los Angeles Lakers,2021-04-19,L,0.43,0.429,5.0,27.0,17.0,10.0,1.0,10.0,97,Utah Jazz,0.573,0.455,2.0,40.0,29.0,5.0,5.0,111,Regular Season
Boston Celtics,2021-04-19,L,0.468,0.4,3.0,36.0,21.0,8.0,3.0,16.0,96,Chicago Bulls,0.451,0.344,9.0,31.0,30.0,11.0,8.0,102,Regular Season
Sacramento Kings,2021-04-20,L,0.454,0.429,13.0,26.0,28.0,10.0,3.0,11.0,120,Minnesota Timberwolves,0.567,0.419,12.0,38.0,34.0,5.0,9.0,134,Regular Season
Portland Trail Blazers,2021-04-20,L,0.447,0.318,13.0,29.0,22.0,7.0,4.0,6.0,112,LA Clippers,0.5,0.289,10.0,35.0,24.0,3.0,3.0,113,Regular Season
New York Knicks,2021-04-20,W,0.482,0.4,11.0,28.0,22.0,5.0,6.0,12.0,109,Charlotte Hornets,0.453,0.41,11.0,28.0,26.0,6.0,3.0,97,Regular Season
New Orleans Pelicans,2021-04-20,L,0.56,0.364,7.0,30.0,28.0,5.0,2.0,13.0,129,Brooklyn Nets,0.551,0.378,10.0,34.0,30.0,7.0,2.0,134,Regular Season
Atlanta Hawks,2021-04-20,W,0.415,0.265,18.0,47.0,20.0,6.0,3.0,14.0,112,Orlando Magic,0.395,0.216,6.0,34.0,13.0,11.0,3.0,96,Regular Season
San Antonio Spurs,2021-04-21,L,0.403,0.286,7.0,31.0,21.0,1.0,7.0,11.0,87,Miami Heat,0.47,0.419,9.0,35.0,28.0,8.0,1.0,107,Regular Season
Toronto Raptors,2021-04-21,W,0.433,0.383,9.0,39.0,23.0,7.0,8.0,11.0,114,Brooklyn Nets,0.396,0.317,12.0,38.0,19.0,3.0,6.0,103,Regular Season
Cleveland Cavaliers,2021-04-21,W,0.511,0.444,9.0,32.0,27.0,8.0,1.0,12.0,121,Chicago Bulls,0.494,0.351,7.0,34.0,27.0,6.0,4.0,105,Regular Season
Dallas Mavericks,2021-04-21,W,0.5,0.372,11.0,32.0,25.0,8.0,2.0,6.0,127,Detroit Pistons,0.506,0.406,7.0,35.0,30.0,2.0,2.0,117,Regular Season
Houston Rockets,2021-04-21,L,0.354,0.204,12.0,38.0,17.0,7.0,5.0,11.0,89,Utah Jazz,0.456,0.37,9.0,52.0,27.0,7.0,4.0,112,Regular Season
Washington Wizards,2021-04-21,W,0.418,0.357,15.0,46.0,23.0,12.0,7.0,23.0,118,Golden State Warriors,0.396,0.333,10.0,34.0,22.0,15.0,5.0,114,Regular Season
New York Knicks,2021-04-21,W,0.538,0.543,8.0,41.0,29.0,8.0,3.0,17.0,137,Atlanta Hawks,0.48,0.353,12.0,29.0,28.0,10.0,3.0,127,Regular Season
Sacramento Kings,2021-04-21,W,0.581,0.515,4.0,29.0,29.0,7.0,5.0,14.0,128,Minnesota Timberwolves,0.529,0.441,9.0,25.0,30.0,7.0,4.0,125,Regular Season
LA Clippers,2021-04-21,W,0.452,0.519,10.0,33.0,28.0,4.0,5.0,13.0,117,Memphis Grizzlies,0.452,0.433,11.0,31.0,19.0,6.0,8.0,105,Regular Season
Portland Trail Blazers,2021-04-21,L,0.46,0.333,9.0,32.0,21.0,7.0,2.0,11.0,105,Denver Nuggets,0.443,0.333,16.0,30.0,24.0,7.0,5.0,106,Regular Season
Philadelphia 76ers,2021-04-21,L,0.513,0.52,14.0,30.0,24.0,7.0,7.0,17.0,113,Phoenix Suns,0.477,0.357,10.0,23.0,30.0,7.0,8.0,116,Regular Season
Indiana Pacers,2021-04-21,W,0.455,0.35,14.0,33.0,30.0,13.0,7.0,11.0,122,Oklahoma City Thunder,0.462,0.31,17.0,38.0,26.0,8.0,3.0,116,Regular Season
Dallas Mavericks,2021-04-22,W,0.488,0.375,9.0,29.0,23.0,11.0,5.0,12.0,115,Los Angeles Lakers,0.478,0.333,12.0,33.0,26.0,7.0,5.0,110,Regular Season
Chicago Bulls,2021-04-22,W,0.494,0.326,11.0,39.0,30.0,8.0,2.0,18.0,108,Charlotte Hornets,0.427,0.258,7.0,31.0,30.0,5.0,3.0,91,Regular Season
Boston Celtics,2021-04-22,W,0.429,0.3,10.0,38.0,20.0,7.0,2.0,23.0,99,Phoenix Suns,0.409,0.171,10.0,28.0,18.0,10.0,2.0,86,Regular Season
San Antonio Spurs,2021-04-22,W,0.463,0.458,11.0,32.0,28.0,12.0,7.0,10.0,106,Detroit Pistons,0.455,0.364,9.0,34.0,15.0,2.0,5.0,91,Regular Season
Orlando Magic,2021-04-22,L,0.367,0.361,13.0,27.0,13.0,6.0,6.0,6.0,100,New Orleans Pelicans,0.556,0.429,12.0,46.0,34.0,2.0,3.0,135,Regular Season
Milwaukee Bucks,2021-04-22,W,0.556,0.5,6.0,39.0,32.0,6.0,8.0,16.0,124,Philadelphia 76ers,0.505,0.444,7.0,26.0,27.0,7.0,3.0,117,Regular Season
Atlanta Hawks,2021-04-23,W,0.538,0.429,8.0,30.0,24.0,12.0,2.0,14.0,118,Miami Heat,0.481,0.351,6.0,24.0,24.0,10.0,5.0,103,Regular Season
Houston Rockets,2021-04-23,L,0.404,0.31,9.0,38.0,24.0,7.0,5.0,14.0,104,LA Clippers,0.402,0.353,14.0,44.0,22.0,8.0,3.0,109,Regular Season
Portland Trail Blazers,2021-04-23,L,0.479,0.4,14.0,36.0,28.0,6.0,3.0,12.0,128,Memphis Grizzlies,0.531,0.3,8.0,31.0,33.0,7.0,5.0,130,Regular Season
Oklahoma City Thunder,2021-04-23,L,0.419,0.303,14.0,26.0,18.0,12.0,7.0,17.0,109,Washington Wizards,0.516,0.563,12.0,38.0,25.0,7.0,7.0,129,Regular Season
Brooklyn Nets,2021-04-23,W,0.43,0.344,6.0,41.0,26.0,12.0,7.0,11.0,109,Boston Celtics,0.404,0.405,15.0,39.0,21.0,6.0,6.0,104,Regular Season
Golden State Warriors,2021-04-23,W,0.536,0.385,7.0,45.0,40.0,8.0,4.0,15.0,118,Denver Nuggets,0.386,0.283,6.0,30.0,26.0,9.0,7.0,97,Regular Season
Charlotte Hornets,2021-04-23,W,0.426,0.35,15.0,23.0,26.0,7.0,1.0,5.0,108,Cleveland Cavaliers,0.513,0.333,11.0,36.0,27.0,4.0,1.0,102,Regular Season
Indiana Pacers,2021-04-24,W,0.417,0.313,9.0,30.0,28.0,10.0,9.0,5.0,115,Detroit Pistons,0.406,0.294,15.0,47.0,26.0,3.0,7.0,109,Regular Season
Milwaukee Bucks,2021-04-24,W,0.516,0.45,16.0,39.0,33.0,10.0,4.0,16.0,132,Philadelphia 76ers,0.378,0.226,10.0,31.0,15.0,11.0,4.0,94,Regular Season
Denver Nuggets,2021-04-24,W,0.595,0.432,1.0,35.0,36.0,8.0,8.0,15.0,129,Houston Rockets,0.5,0.375,6.0,29.0,27.0,10.0,1.0,116,Regular Season
Miami Heat,2021-04-24,W,0.45,0.378,6.0,31.0,22.0,11.0,2.0,13.0,106,Chicago Bulls,0.481,0.342,6.0,36.0,28.0,7.0,2.0,101,Regular Season
Utah Jazz,2021-04-24,L,0.402,0.404,9.0,36.0,24.0,9.0,5.0,20.0,96,Minnesota Timberwolves,0.435,0.237,11.0,36.0,15.0,13.0,2.0,101,Regular Season
New York Knicks,2021-04-24,W,0.56,0.516,5.0,39.0,20.0,4.0,4.0,15.0,120,Toronto Raptors,0.434,0.386,5.0,28.0,31.0,6.0,3.0,103,Regular Season
Dallas Mavericks,2021-04-24,W,0.487,0.433,10.0,41.0,26.0,3.0,2.0,18.0,108,Los Angeles Lakers,0.384,0.267,6.0,30.0,22.0,11.0,4.0,93,Regular Season
New Orleans Pelicans,2021-04-24,L,0.471,0.409,10.0,38.0,20.0,12.0,1.0,20.0,108,San Antonio Spurs,0.435,0.29,9.0,37.0,22.0,9.0,8.0,110,Regular Season
Brooklyn Nets,2021-04-25,W,0.529,0.464,11.0,33.0,30.0,6.0,4.0,11.0,128,Phoenix Suns,0.478,0.353,15.0,28.0,22.0,5.0,3.0,119,Regular Season
Golden State Warriors,2021-04-25,W,0.484,0.389,17.0,36.0,30.0,5.0,3.0,17.0,117,Sacramento Kings,0.477,0.378,6.0,31.0,22.0,8.0,5.0,113,Regular Season
Orlando Magic,2021-04-25,L,0.396,0.313,15.0,36.0,22.0,9.0,3.0,7.0,112,Indiana Pacers,0.549,0.469,5.0,43.0,28.0,3.0,5.0,131,Regular Season
Atlanta Hawks,2021-04-25,W,0.455,0.371,5.0,39.0,23.0,6.0,1.0,10.0,111,Milwaukee Bucks,0.481,0.286,4.0,37.0,20.0,6.0,6.0,104,Regular Season
Portland Trail Blazers,2021-04-25,L,0.371,0.368,15.0,38.0,21.0,11.0,6.0,11.0,113,Memphis Grizzlies,0.462,0.522,8.0,46.0,22.0,9.0,7.0,120,Regular Season
Charlotte Hornets,2021-04-25,W,0.505,0.488,10.0,36.0,39.0,7.0,8.0,11.0,125,Boston Celtics,0.386,0.341,11.0,30.0,18.0,6.0,2.0,104,Regular Season
Washington Wizards,2021-04-25,W,0.483,0.387,10.0,26.0,25.0,11.0,6.0,10.0,119,Cleveland Cavaliers,0.513,0.37,10.0,27.0,28.0,5.0,4.0,110,Regular Season
Philadelphia 76ers,2021-04-26,W,0.547,0.452,10.0,31.0,27.0,22.0,7.0,21.0,121,Oklahoma City Thunder,0.449,0.233,11.0,27.0,21.0,11.0,1.0,90,Regular Season
Miami Heat,2021-04-26,L,0.429,0.194,6.0,28.0,18.0,13.0,4.0,6.0,102,Chicago Bulls,0.532,0.379,9.0,42.0,33.0,3.0,4.0,110,Regular Season
Denver Nuggets,2021-04-26,W,0.479,0.333,8.0,40.0,25.0,8.0,3.0,11.0,120,Memphis Grizzlies,0.42,0.125,6.0,39.0,20.0,8.0,6.0,96,Regular Season
Orlando Magic,2021-04-26,L,0.474,0.44,4.0,24.0,16.0,5.0,3.0,11.0,103,Los Angeles Lakers,0.54,0.355,9.0,35.0,23.0,8.0,5.0,114,Regular Season
New York Knicks,2021-04-26,L,0.517,0.414,6.0,29.0,24.0,6.0,1.0,11.0,110,Phoenix Suns,0.542,0.412,5.0,32.0,23.0,5.0,6.0,118,Regular Season
Minnesota Timberwolves,2021-04-26,W,0.446,0.364,8.0,40.0,29.0,7.0,4.0,16.0,105,Utah Jazz,0.389,0.281,16.0,33.0,24.0,9.0,6.0,104,Regular Season
Sacramento Kings,2021-04-26,W,0.519,0.448,11.0,35.0,23.0,6.0,4.0,18.0,113,Dallas Mavericks,0.467,0.286,14.0,26.0,24.0,9.0,2.0,106,Regular Season
Washington Wizards,2021-04-26,L,0.532,0.3,18.0,32.0,26.0,4.0,8.0,8.0,143,San Antonio Spurs,0.534,0.353,13.0,31.0,27.0,6.0,1.0,146,Regular Season
Detroit Pistons,2021-04-26,W,0.476,0.346,8.0,39.0,22.0,9.0,8.0,14.0,100,Atlanta Hawks,0.388,0.148,9.0,36.0,19.0,10.0,4.0,86,Regular Season
Toronto Raptors,2021-04-26,W,0.544,0.276,5.0,35.0,32.0,7.0,5.0,13.0,112,Cleveland Cavaliers,0.434,0.263,9.0,28.0,25.0,6.0,3.0,96,Regular Season
New Orleans Pelicans,2021-04-26,W,0.537,0.517,8.0,36.0,28.0,13.0,5.0,16.0,120,LA Clippers,0.4,0.311,13.0,31.0,20.0,5.0,5.0,103,Regular Season
Golden State Warriors,2021-04-27,L,0.405,0.372,10.0,33.0,25.0,11.0,5.0,18.0,103,Dallas Mavericks,0.522,0.514,9.0,41.0,21.0,9.0,4.0,133,Regular Season
Toronto Raptors,2021-04-27,L,0.396,0.349,15.0,32.0,24.0,5.0,3.0,13.0,103,Brooklyn Nets,0.482,0.4,7.0,34.0,30.0,9.0,6.0,116,Regular Season
Houston Rockets,2021-04-27,L,0.488,0.226,8.0,37.0,24.0,9.0,4.0,17.0,107,Minnesota Timberwolves,0.484,0.263,12.0,36.0,29.0,10.0,6.0,114,Regular Season
Charlotte Hornets,2021-04-27,L,0.463,0.343,7.0,31.0,26.0,6.0,7.0,18.0,104,Milwaukee Bucks,0.505,0.257,9.0,39.0,28.0,13.0,3.0,114,Regular Season
Indiana Pacers,2021-04-27,L,0.465,0.333,7.0,31.0,25.0,6.0,12.0,13.0,112,Portland Trail Blazers,0.472,0.571,20.0,37.0,26.0,6.0,5.0,133,Regular Season
Boston Celtics,2021-04-27,L,0.423,0.224,8.0,31.0,21.0,16.0,7.0,14.0,115,Oklahoma City Thunder,0.481,0.433,10.0,41.0,25.0,5.0,3.0,119,Regular Season
Miami Heat,2021-04-28,W,0.506,0.36,10.0,38.0,26.0,4.0,1.0,13.0,116,San Antonio Spurs,0.466,0.313,7.0,33.0,26.0,6.0,3.0,111,Regular Season
Philadelphia 76ers,2021-04-28,W,0.539,0.444,11.0,35.0,29.0,12.0,10.0,8.0,127,Atlanta Hawks,0.333,0.316,17.0,30.0,17.0,3.0,3.0,83,Regular Season
Phoenix Suns,2021-04-28,W,0.473,0.351,15.0,30.0,23.0,9.0,4.0,10.0,109,LA Clippers,0.513,0.387,5.0,31.0,24.0,8.0,0.0,101,Regular Season
Washington Wizards,2021-04-28,W,0.522,0.333,10.0,40.0,24.0,6.0,4.0,14.0,116,Los Angeles Lakers,0.438,0.294,13.0,28.0,31.0,10.0,8.0,107,Regular Season
Boston Celtics,2021-04-28,W,0.478,0.375,19.0,35.0,26.0,9.0,8.0,14.0,120,Charlotte Hornets,0.425,0.371,11.0,22.0,29.0,7.0,5.0,111,Regular Season
Cleveland Cavaliers,2021-04-28,L,0.402,0.273,13.0,32.0,30.0,12.0,3.0,13.0,104,Orlando Magic,0.506,0.345,9.0,40.0,26.0,9.0,7.0,109,Regular Season
Memphis Grizzlies,2021-04-28,L,0.42,0.281,8.0,36.0,26.0,7.0,6.0,11.0,109,Portland Trail Blazers,0.489,0.375,11.0,40.0,23.0,7.0,6.0,130,Regular Season
Denver Nuggets,2021-04-28,W,0.506,0.313,3.0,35.0,26.0,14.0,8.0,18.0,114,New Orleans Pelicans,0.494,0.4,6.0,36.0,27.0,13.0,5.0,112,Regular Season
New York Knicks,2021-04-28,W,0.462,0.444,9.0,32.0,27.0,10.0,9.0,4.0,113,Chicago Bulls,0.459,0.345,7.0,36.0,29.0,2.0,4.0,94,Regular Season
Sacramento Kings,2021-04-28,L,0.483,0.333,3.0,21.0,24.0,8.0,6.0,13.0,105,Utah Jazz,0.64,0.585,8.0,39.0,36.0,4.0,9.0,154,Regular Season
Denver Nuggets,2021-04-29,W,0.473,0.343,14.0,33.0,22.0,6.0,7.0,11.0,121,Toronto Raptors,0.482,0.5,7.0,29.0,27.0,10.0,6.0,111,Regular Season
Oklahoma City Thunder,2021-04-29,L,0.382,0.282,12.0,41.0,18.0,6.0,4.0,22.0,95,New Orleans Pelicans,0.446,0.172,15.0,41.0,26.0,11.0,6.0,109,Regular Season
Minnesota Timberwolves,2021-04-29,W,0.457,0.488,16.0,41.0,31.0,5.0,2.0,14.0,126,Golden State Warriors,0.494,0.395,4.0,30.0,28.0,10.0,7.0,114,Regular Season
Detroit Pistons,2021-04-29,L,0.507,0.345,3.0,36.0,26.0,7.0,5.0,18.0,105,Dallas Mavericks,0.449,0.433,8.0,27.0,22.0,6.0,2.0,115,Regular Season
Indiana Pacers,2021-04-29,L,0.427,0.282,7.0,31.0,23.0,8.0,6.0,10.0,113,Brooklyn Nets,0.528,0.343,8.0,42.0,35.0,3.0,5.0,130,Regular Season
Houston Rockets,2021-04-29,W,0.5,0.543,16.0,36.0,23.0,6.0,6.0,18.0,143,Milwaukee Bucks,0.527,0.41,8.0,30.0,27.0,12.0,5.0,136,Regular Season
Brooklyn Nets,2021-04-30,L,0.421,0.317,11.0,31.0,20.0,6.0,3.0,8.0,109,Portland Trail Blazers,0.516,0.444,8.0,42.0,24.0,3.0,2.0,128,Regular Season
Chicago Bulls,2021-04-30,L,0.385,0.303,14.0,36.0,23.0,5.0,5.0,10.0,98,Milwaukee Bucks,0.467,0.36,8.0,43.0,24.0,5.0,5.0,108,Regular Season
Philadelphia 76ers,2021-04-30,W,0.465,0.357,18.0,32.0,27.0,8.0,6.0,9.0,126,Atlanta Hawks,0.439,0.357,12.0,34.0,19.0,3.0,8.0,104,Regular Season
Memphis Grizzlies,2021-04-30,W,0.343,0.282,15.0,42.0,25.0,10.0,8.0,9.0,92,Orlando Magic,0.314,0.231,12.0,44.0,16.0,4.0,6.0,75,Regular Season
Boston Celtics,2021-04-30,W,0.467,0.474,17.0,35.0,31.0,7.0,7.0,13.0,143,San Antonio Spurs,0.533,0.458,8.0,35.0,29.0,6.0,1.0,140,Regular Season
Los Angeles Lakers,2021-04-30,L,0.506,0.25,11.0,32.0,24.0,9.0,12.0,21.0,106,Sacramento Kings,0.453,0.364,11.0,26.0,29.0,10.0,3.0,110,Regular Season
Phoenix Suns,2021-04-30,W,0.545,0.333,8.0,36.0,27.0,7.0,7.0,11.0,121,Utah Jazz,0.438,0.359,8.0,28.0,22.0,8.0,5.0,100,Regular Season
Cleveland Cavaliers,2021-04-30,L,0.415,0.212,14.0,32.0,19.0,6.0,4.0,25.0,93,Washington Wizards,0.5,0.444,11.0,35.0,31.0,14.0,3.0,122,Regular Season
Houston Rockets,2021-05-01,L,0.36,0.214,10.0,39.0,20.0,9.0,3.0,20.0,87,Golden State Warriors,0.464,0.391,4.0,46.0,32.0,10.0,8.0,113,Regular Season
Dallas Mavericks,2021-05-01,W,0.54,0.447,7.0,29.0,31.0,6.0,4.0,11.0,125,Washington Wizards,0.516,0.316,14.0,32.0,19.0,5.0,3.0,124,Regular Season
Cleveland Cavaliers,2021-05-01,L,0.5,0.5,9.0,30.0,30.0,3.0,4.0,19.0,107,Miami Heat,0.54,0.5,10.0,27.0,30.0,12.0,1.0,124,Regular Season
LA Clippers,2021-05-01,L,0.434,0.412,10.0,29.0,21.0,8.0,3.0,6.0,104,Denver Nuggets,0.488,0.375,8.0,36.0,26.0,2.0,4.0,110,Regular Season
Orlando Magic,2021-05-01,W,0.447,0.44,6.0,31.0,20.0,10.0,5.0,11.0,112,Memphis Grizzlies,0.458,0.345,17.0,38.0,21.0,6.0,10.0,111,Regular Season
Minnesota Timberwolves,2021-05-01,L,0.453,0.313,13.0,38.0,35.0,17.0,5.0,16.0,136,New Orleans Pelicans,0.511,0.389,14.0,38.0,34.0,8.0,5.0,140,Regular Season
Atlanta Hawks,2021-05-01,W,0.5,0.389,6.0,38.0,19.0,11.0,5.0,15.0,108,Chicago Bulls,0.471,0.25,8.0,31.0,22.0,11.0,0.0,97,Regular Season
Charlotte Hornets,2021-05-01,W,0.483,0.378,14.0,40.0,24.0,8.0,15.0,14.0,107,Detroit Pistons,0.385,0.351,12.0,31.0,27.0,6.0,7.0,94,Regular Season
Utah Jazz,2021-05-01,W,0.474,0.415,9.0,40.0,20.0,3.0,3.0,21.0,106,Toronto Raptors,0.447,0.364,11.0,28.0,26.0,12.0,3.0,102,Regular Season
Oklahoma City Thunder,2021-05-01,L,0.342,0.211,21.0,27.0,23.0,8.0,4.0,14.0,95,Indiana Pacers,0.655,0.636,3.0,50.0,41.0,7.0,11.0,152,Regular Season
Los Angeles Lakers,2021-05-02,L,0.482,0.379,7.0,37.0,32.0,7.0,6.0,14.0,114,Toronto Raptors,0.447,0.395,13.0,36.0,24.0,11.0,4.0,121,Regular Season
Dallas Mavericks,2021-05-02,L,0.42,0.171,13.0,27.0,16.0,12.0,4.0,17.0,99,Sacramento Kings,0.556,0.393,8.0,30.0,27.0,9.0,1.0,111,Regular Season
San Antonio Spurs,2021-05-02,L,0.448,0.387,10.0,38.0,20.0,9.0,5.0,14.0,111,Philadelphia 76ers,0.447,0.367,13.0,36.0,23.0,7.0,9.0,113,Regular Season
Charlotte Hornets,2021-05-02,L,0.494,0.424,8.0,31.0,30.0,9.0,1.0,15.0,111,Miami Heat,0.511,0.289,11.0,31.0,30.0,10.0,6.0,121,Regular Season
Oklahoma City Thunder,2021-05-02,L,0.489,0.433,17.0,30.0,23.0,7.0,3.0,15.0,120,Phoenix Suns,0.536,0.387,8.0,31.0,27.0,9.0,7.0,123,Regular Season
Houston Rockets,2021-05-02,L,0.43,0.229,14.0,33.0,19.0,6.0,5.0,18.0,97,New York Knicks,0.523,0.514,6.0,32.0,22.0,10.0,1.0,122,Regular Season
Milwaukee Bucks,2021-05-02,W,0.49,0.405,8.0,37.0,19.0,9.0,11.0,10.0,117,Brooklyn Nets,0.427,0.405,14.0,39.0,18.0,5.0,1.0,114,Regular Season
Boston Celtics,2021-05-02,L,0.483,0.513,10.0,35.0,29.0,3.0,6.0,18.0,119,Portland Trail Blazers,0.518,0.5,3.0,33.0,27.0,8.0,5.0,129,Regular Season
Detroit Pistons,2021-05-03,L,0.473,0.314,12.0,30.0,24.0,8.0,4.0,11.0,112,Orlando Magic,0.511,0.435,9.0,39.0,27.0,6.0,3.0,119,Regular Season
Chicago Bulls,2021-05-03,L,0.414,0.324,12.0,28.0,25.0,7.0,2.0,15.0,94,Philadelphia 76ers,0.533,0.393,7.0,37.0,23.0,11.0,6.0,106,Regular Season
New Orleans Pelicans,2021-05-03,L,0.433,0.2,13.0,34.0,20.0,6.0,4.0,17.0,108,Golden State Warriors,0.534,0.386,5.0,33.0,31.0,9.0,8.0,123,Regular Season
Washington Wizards,2021-05-03,W,0.612,0.409,9.0,35.0,50.0,10.0,7.0,17.0,154,Indiana Pacers,0.495,0.519,14.0,31.0,28.0,8.0,6.0,141,Regular Season
Atlanta Hawks,2021-05-03,W,0.524,0.488,5.0,44.0,32.0,6.0,3.0,11.0,123,Portland Trail Blazers,0.453,0.415,8.0,31.0,25.0,7.0,4.0,114,Regular Season
Los Angeles Lakers,2021-05-03,W,0.438,0.433,7.0,36.0,18.0,5.0,8.0,20.0,93,Denver Nuggets,0.439,0.25,6.0,35.0,22.0,10.0,7.0,89,Regular Season
Utah Jazz,2021-05-03,W,0.5,0.306,14.0,36.0,22.0,10.0,5.0,16.0,110,San Antonio Spurs,0.467,0.278,8.0,29.0,25.0,10.0,4.0,99,Regular Season
Memphis Grizzlies,2021-05-03,L,0.395,0.39,13.0,33.0,26.0,7.0,4.0,12.0,104,New York Knicks,0.506,0.519,8.0,37.0,19.0,6.0,8.0,118,Regular Season
Oklahoma City Thunder,2021-05-04,L,0.357,0.306,17.0,40.0,21.0,5.0,4.0,10.0,99,Sacramento Kings,0.411,0.279,9.0,40.0,25.0,6.0,10.0,103,Regular Season
Detroit Pistons,2021-05-04,L,0.459,0.281,10.0,36.0,21.0,3.0,3.0,13.0,99,Charlotte Hornets,0.409,0.258,16.0,35.0,23.0,8.0,5.0,102,Regular Season
Miami Heat,2021-05-04,L,0.464,0.439,8.0,31.0,30.0,9.0,2.0,12.0,113,Dallas Mavericks,0.529,0.458,12.0,32.0,26.0,6.0,4.0,127,Regular Season
Cleveland Cavaliers,2021-05-04,L,0.456,0.448,9.0,33.0,29.0,3.0,3.0,18.0,118,Phoenix Suns,0.524,0.387,12.0,36.0,35.0,10.0,11.0,134,Regular Season
LA Clippers,2021-05-04,W,0.52,0.441,4.0,38.0,28.0,7.0,5.0,18.0,105,Toronto Raptors,0.46,0.343,7.0,30.0,22.0,10.0,3.0,100,Regular Season
New Orleans Pelicans,2021-05-04,W,0.402,0.4,14.0,43.0,28.0,10.0,3.0,12.0,108,Golden State Warriors,0.419,0.377,8.0,40.0,22.0,7.0,9.0,103,Regular Season
Milwaukee Bucks,2021-05-04,W,0.449,0.378,15.0,40.0,23.0,7.0,3.0,13.0,124,Brooklyn Nets,0.488,0.465,6.0,33.0,21.0,6.0,6.0,118,Regular Season
Denver Nuggets,2021-05-05,W,0.381,0.308,17.0,46.0,23.0,13.0,7.0,15.0,113,New York Knicks,0.384,0.371,6.0,36.0,18.0,6.0,10.0,97,Regular Season
Milwaukee Bucks,2021-05-05,W,0.539,0.486,10.0,35.0,30.0,4.0,6.0,20.0,135,Washington Wizards,0.49,0.364,11.0,32.0,27.0,6.0,6.0,134,Regular Season
Minnesota Timberwolves,2021-05-05,L,0.521,0.487,12.0,29.0,32.0,7.0,5.0,14.0,135,Memphis Grizzlies,0.536,0.483,12.0,34.0,30.0,6.0,4.0,139,Regular Season
Houston Rockets,2021-05-05,L,0.452,0.378,12.0,26.0,28.0,6.0,5.0,13.0,115,Philadelphia 76ers,0.532,0.429,11.0,36.0,26.0,10.0,6.0,135,Regular Season
Utah Jazz,2021-05-05,W,0.557,0.439,7.0,46.0,24.0,5.0,2.0,18.0,126,San Antonio Spurs,0.402,0.304,9.0,26.0,22.0,7.0,5.0,94,Regular Season
Cleveland Cavaliers,2021-05-05,L,0.402,0.342,12.0,30.0,23.0,9.0,3.0,9.0,105,Portland Trail Blazers,0.576,0.485,11.0,43.0,26.0,7.0,9.0,141,Regular Season
Indiana Pacers,2021-05-05,L,0.434,0.36,10.0,38.0,26.0,8.0,6.0,22.0,93,Sacramento Kings,0.453,0.25,12.0,36.0,21.0,16.0,7.0,104,Regular Season
Atlanta Hawks,2021-05-05,W,0.631,0.5,9.0,37.0,35.0,8.0,6.0,11.0,135,Phoenix Suns,0.418,0.375,10.0,20.0,19.0,9.0,3.0,103,Regular Season
Orlando Magic,2021-05-05,L,0.388,0.24,10.0,35.0,13.0,7.0,7.0,19.0,96,Boston Celtics,0.531,0.467,9.0,36.0,28.0,8.0,9.0,132,Regular Season
Indiana Pacers,2021-05-06,W,0.621,0.4,4.0,32.0,35.0,11.0,4.0,15.0,133,Atlanta Hawks,0.511,0.405,10.0,24.0,27.0,8.0,6.0,126,Regular Season
Detroit Pistons,2021-05-06,W,0.53,0.393,5.0,34.0,24.0,9.0,6.0,12.0,111,Memphis Grizzlies,0.427,0.27,12.0,30.0,25.0,7.0,5.0,97,Regular Season
Charlotte Hornets,2021-05-06,L,0.422,0.457,13.0,32.0,29.0,11.0,3.0,15.0,99,Chicago Bulls,0.505,0.486,15.0,41.0,33.0,10.0,8.0,120,Regular Season
Golden State Warriors,2021-05-06,W,0.488,0.404,7.0,42.0,36.0,4.0,1.0,14.0,118,Oklahoma City Thunder,0.409,0.231,5.0,34.0,21.0,9.0,1.0,97,Regular Season
