home,game_date,Target label,fg_pct_home,fg3_pct_home,oreb_home,dreb_home,ast_home,stl_home,blk_home,tov_home,pts_home,away,fg_pct_away,fg3_pct_away,oreb_away,dreb_away,ast_away,stl_away,blk_away,pts_away,season_type
Dallas Mavericks,2021-05-06,W,0.449,0.441,12.0,39.0,23.0,10.0,3.0,12.0,113,Brooklyn Nets,0.432,0.351,10.0,41.0,18.0,8.0,4.0,109,Regular Season
LA Clippers,2021-05-06,W,0.532,0.419,9.0,39.0,23.0,4.0,5.0,22.0,118,Los Angeles Lakers,0.379,0.278,11.0,23.0,21.0,8.0,6.0,94,Regular Season
Toronto Raptors,2021-05-06,L,0.448,0.368,18.0,32.0,23.0,9.0,5.0,13.0,129,Washington Wizards,0.436,0.433,11.0,36.0,29.0,4.0,6.0,131,Regular Season
Portland Trail Blazers,2021-05-07,W,0.42,0.324,6.0,38.0,22.0,6.0,2.0,9.0,106,Los Angeles Lakers,0.416,0.367,10.0,39.0,19.0,2.0,4.0,101,Regular Season
Dallas Mavericks,2021-05-07,W,0.494,0.313,9.0,36.0,21.0,7.0,7.0,10.0,110,Cleveland Cavaliers,0.386,0.207,11.0,32.0,17.0,6.0,0.0,90,Regular Season
Miami Heat,2021-05-07,W,0.506,0.406,8.0,29.0,27.0,9.0,2.0,14.0,121,Minnesota Timberwolves,0.482,0.27,9.0,32.0,27.0,7.0,4.0,112,Regular Season
Utah Jazz,2021-05-07,W,0.483,0.457,9.0,29.0,27.0,9.0,3.0,12.0,127,Denver Nuggets,0.518,0.447,9.0,29.0,31.0,8.0,3.0,120,Regular Season
Chicago Bulls,2021-05-07,W,0.434,0.45,15.0,37.0,26.0,10.0,4.0,9.0,121,Boston Celtics,0.407,0.282,11.0,36.0,19.0,5.0,8.0,99,Regular Season
Milwaukee Bucks,2021-05-07,W,0.537,0.413,13.0,40.0,30.0,8.0,5.0,17.0,141,Houston Rockets,0.5,0.472,7.0,30.0,36.0,10.0,5.0,133,Regular Season
Philadelphia 76ers,2021-05-07,W,0.447,0.429,10.0,41.0,27.0,5.0,6.0,17.0,109,New Orleans Pelicans,0.406,0.25,16.0,36.0,26.0,12.0,6.0,107,Regular Season
Sacramento Kings,2021-05-07,L,0.488,0.406,4.0,31.0,27.0,10.0,3.0,16.0,104,San Antonio Spurs,0.517,0.182,7.0,37.0,20.0,8.0,7.0,113,Regular Season
Charlotte Hornets,2021-05-07,W,0.494,0.273,11.0,40.0,28.0,5.0,4.0,11.0,122,Orlando Magic,0.418,0.3,14.0,33.0,19.0,6.0,7.0,112,Regular Season
Phoenix Suns,2021-05-07,W,0.467,0.439,7.0,38.0,26.0,5.0,3.0,7.0,128,New York Knicks,0.452,0.344,6.0,35.0,24.0,2.0,4.0,105,Regular Season
Portland Trail Blazers,2021-05-08,W,0.464,0.353,18.0,45.0,24.0,3.0,5.0,8.0,124,San Antonio Spurs,0.398,0.267,7.0,33.0,17.0,6.0,5.0,102,Regular Season
Denver Nuggets,2021-05-08,L,0.457,0.341,10.0,23.0,21.0,8.0,1.0,12.0,119,Brooklyn Nets,0.621,0.516,2.0,33.0,27.0,10.0,5.0,125,Regular Season
Indiana Pacers,2021-05-08,L,0.481,0.241,8.0,41.0,33.0,11.0,5.0,13.0,132,Washington Wizards,0.445,0.281,15.0,45.0,26.0,7.0,9.0,133,Regular Season
Utah Jazz,2021-05-08,W,0.529,0.395,7.0,42.0,28.0,7.0,4.0,18.0,124,Houston Rockets,0.439,0.353,9.0,31.0,25.0,11.0,3.0,116,Regular Season
Golden State Warriors,2021-05-08,W,0.58,0.5,2.0,44.0,31.0,5.0,4.0,19.0,136,Oklahoma City Thunder,0.404,0.243,11.0,30.0,21.0,10.0,1.0,97,Regular Season
Philadelphia 76ers,2021-05-08,W,0.488,0.3,9.0,35.0,22.0,11.0,4.0,11.0,118,Detroit Pistons,0.488,0.324,10.0,34.0,22.0,5.0,7.0,104,Regular Season
Toronto Raptors,2021-05-08,L,0.383,0.313,13.0,33.0,18.0,10.0,2.0,12.0,99,Memphis Grizzlies,0.447,0.326,14.0,42.0,24.0,7.0,8.0,109,Regular Season
Los Angeles Lakers,2021-05-09,W,0.488,0.433,14.0,27.0,24.0,11.0,3.0,14.0,123,Phoenix Suns,0.534,0.44,3.0,29.0,23.0,8.0,6.0,110,Regular Season
Sacramento Kings,2021-05-09,W,0.529,0.444,9.0,42.0,30.0,8.0,11.0,15.0,126,Oklahoma City Thunder,0.391,0.297,10.0,28.0,23.0,9.0,3.0,98,Regular Season
Orlando Magic,2021-05-09,L,0.396,0.25,10.0,35.0,20.0,5.0,5.0,13.0,96,Minnesota Timberwolves,0.485,0.356,12.0,45.0,30.0,5.0,9.0,128,Regular Season
Boston Celtics,2021-05-09,L,0.542,0.368,6.0,28.0,29.0,7.0,3.0,14.0,124,Miami Heat,0.573,0.457,3.0,32.0,30.0,8.0,2.0,130,Regular Season
Charlotte Hornets,2021-05-09,L,0.442,0.351,11.0,35.0,22.0,6.0,8.0,19.0,110,New Orleans Pelicans,0.469,0.324,16.0,35.0,26.0,11.0,9.0,112,Regular Season
Detroit Pistons,2021-05-09,L,0.456,0.407,5.0,32.0,22.0,4.0,4.0,14.0,96,Chicago Bulls,0.512,0.375,5.0,38.0,27.0,6.0,3.0,108,Regular Season
Cleveland Cavaliers,2021-05-09,L,0.384,0.355,10.0,28.0,18.0,5.0,2.0,16.0,97,Dallas Mavericks,0.538,0.385,8.0,34.0,33.0,9.0,7.0,124,Regular Season
LA Clippers,2021-05-09,L,0.43,0.343,7.0,36.0,24.0,5.0,1.0,13.0,100,New York Knicks,0.467,0.406,8.0,37.0,25.0,7.0,5.0,106,Regular Season
Golden State Warriors,2021-05-10,W,0.466,0.333,9.0,32.0,26.0,8.0,2.0,10.0,119,Utah Jazz,0.451,0.295,13.0,35.0,14.0,7.0,1.0,116,Regular Season
Atlanta Hawks,2021-05-10,W,0.479,0.333,13.0,42.0,23.0,4.0,6.0,12.0,125,Washington Wizards,0.51,0.5,8.0,34.0,28.0,8.0,8.0,124,Regular Season
Portland Trail Blazers,2021-05-10,W,0.511,0.45,12.0,35.0,30.0,7.0,4.0,9.0,140,Houston Rockets,0.494,0.474,7.0,37.0,30.0,5.0,2.0,129,Regular Season
San Antonio Spurs,2021-05-10,W,0.596,0.586,9.0,37.0,27.0,6.0,5.0,13.0,146,Milwaukee Bucks,0.5,0.317,8.0,26.0,26.0,6.0,6.0,125,Regular Season
Cleveland Cavaliers,2021-05-10,L,0.355,0.333,15.0,35.0,21.0,8.0,2.0,12.0,102,Indiana Pacers,0.5,0.407,10.0,37.0,32.0,7.0,13.0,111,Regular Season
Memphis Grizzlies,2021-05-10,W,0.495,0.3,10.0,39.0,33.0,8.0,19.0,12.0,115,New Orleans Pelicans,0.443,0.435,14.0,36.0,29.0,9.0,4.0,110,Regular Season
Milwaukee Bucks,2021-05-11,W,0.426,0.242,17.0,46.0,16.0,10.0,1.0,9.0,114,Orlando Magic,0.415,0.333,10.0,42.0,18.0,6.0,2.0,102,Regular Season
Memphis Grizzlies,2021-05-11,W,0.573,0.485,10.0,34.0,32.0,11.0,6.0,11.0,133,Dallas Mavericks,0.42,0.316,13.0,22.0,23.0,8.0,2.0,104,Regular Season
Detroit Pistons,2021-05-11,L,0.467,0.435,6.0,40.0,21.0,8.0,5.0,28.0,100,Minnesota Timberwolves,0.459,0.292,11.0,33.0,30.0,16.0,8.0,119,Regular Season
Boston Celtics,2021-05-11,L,0.523,0.486,3.0,29.0,31.0,8.0,5.0,11.0,121,Miami Heat,0.593,0.533,6.0,37.0,25.0,7.0,4.0,129,Regular Season
Sacramento Kings,2021-05-11,W,0.512,0.487,6.0,34.0,28.0,13.0,6.0,16.0,122,Oklahoma City Thunder,0.464,0.391,9.0,36.0,22.0,9.0,5.0,106,Regular Season
Los Angeles Lakers,2021-05-11,W,0.416,0.429,14.0,39.0,31.0,5.0,5.0,20.0,101,New York Knicks,0.391,0.345,5.0,36.0,19.0,8.0,3.0,99,Regular Season
Charlotte Hornets,2021-05-11,L,0.462,0.282,15.0,34.0,30.0,9.0,5.0,17.0,112,Denver Nuggets,0.494,0.394,10.0,28.0,26.0,12.0,2.0,117,Regular Season
Toronto Raptors,2021-05-11,L,0.407,0.27,9.0,26.0,21.0,10.0,8.0,13.0,96,LA Clippers,0.5,0.344,9.0,40.0,25.0,10.0,4.0,115,Regular Season
Golden State Warriors,2021-05-11,W,0.495,0.275,12.0,28.0,33.0,8.0,1.0,10.0,122,Phoenix Suns,0.519,0.432,6.0,30.0,26.0,4.0,6.0,116,Regular Season
Chicago Bulls,2021-05-11,L,0.406,0.409,10.0,35.0,21.0,4.0,5.0,9.0,107,Brooklyn Nets,0.472,0.364,13.0,38.0,32.0,4.0,8.0,115,Regular Season
Indiana Pacers,2021-05-11,W,0.446,0.341,7.0,38.0,28.0,7.0,6.0,14.0,103,Philadelphia 76ers,0.437,0.308,5.0,30.0,23.0,9.0,5.0,94,Regular Season
Cleveland Cavaliers,2021-05-12,W,0.45,0.333,7.0,48.0,27.0,4.0,6.0,16.0,102,Boston Celtics,0.356,0.293,13.0,33.0,14.0,9.0,8.0,94,Regular Season
Atlanta Hawks,2021-05-12,W,0.512,0.303,7.0,44.0,22.0,4.0,5.0,14.0,120,Washington Wizards,0.446,0.345,9.0,33.0,29.0,10.0,1.0,116,Regular Season
Brooklyn Nets,2021-05-12,W,0.608,0.429,3.0,40.0,33.0,3.0,9.0,11.0,128,San Antonio Spurs,0.426,0.258,16.0,30.0,21.0,7.0,2.0,116,Regular Season
Utah Jazz,2021-05-12,L,0.412,0.3,15.0,38.0,15.0,4.0,4.0,12.0,98,Portland Trail Blazers,0.44,0.406,9.0,30.0,17.0,7.0,6.0,105,Regular Season
Los Angeles Lakers,2021-05-12,W,0.571,0.35,8.0,33.0,28.0,8.0,3.0,11.0,124,Houston Rockets,0.506,0.429,8.0,33.0,33.0,7.0,4.0,122,Regular Season
Dallas Mavericks,2021-05-12,W,0.49,0.333,9.0,39.0,23.0,4.0,2.0,8.0,125,New Orleans Pelicans,0.414,0.25,11.0,33.0,18.0,5.0,2.0,107,Regular Season
Chicago Bulls,2021-05-13,W,0.542,0.472,8.0,43.0,31.0,4.0,4.0,19.0,114,Toronto Raptors,0.444,0.333,7.0,25.0,24.0,16.0,1.0,102,Regular Season
New York Knicks,2021-05-13,W,0.407,0.4,10.0,38.0,23.0,7.0,8.0,10.0,102,San Antonio Spurs,0.418,0.286,9.0,38.0,22.0,4.0,6.0,98,Regular Season
Charlotte Hornets,2021-05-13,L,0.393,0.273,8.0,27.0,24.0,9.0,1.0,12.0,90,LA Clippers,0.533,0.467,6.0,38.0,28.0,6.0,6.0,113,Regular Season
Indiana Pacers,2021-05-13,L,0.455,0.488,12.0,28.0,34.0,6.0,2.0,8.0,133,Milwaukee Bucks,0.574,0.367,10.0,41.0,34.0,5.0,6.0,142,Regular Season
Miami Heat,2021-05-13,W,0.506,0.371,15.0,32.0,26.0,5.0,6.0,20.0,106,Philadelphia 76ers,0.462,0.28,8.0,22.0,20.0,8.0,1.0,94,Regular Season
Atlanta Hawks,2021-05-13,W,0.436,0.389,12.0,37.0,19.0,9.0,4.0,7.0,116,Orlando Magic,0.383,0.306,16.0,35.0,24.0,3.0,6.0,93,Regular Season
Memphis Grizzlies,2021-05-13,W,0.5,0.333,12.0,36.0,30.0,2.0,9.0,18.0,116,Sacramento Kings,0.438,0.415,13.0,22.0,33.0,9.0,9.0,110,Regular Season
Phoenix Suns,2021-05-13,W,0.466,0.406,10.0,32.0,22.0,4.0,3.0,11.0,118,Portland Trail Blazers,0.543,0.455,1.0,32.0,23.0,7.0,3.0,117,Regular Season
Minnesota Timberwolves,2021-05-13,L,0.425,0.39,11.0,32.0,20.0,3.0,5.0,15.0,103,Denver Nuggets,0.479,0.333,14.0,39.0,30.0,6.0,3.0,114,Regular Season
Houston Rockets,2021-05-14,W,0.535,0.378,8.0,33.0,30.0,4.0,4.0,16.0,122,LA Clippers,0.484,0.314,7.0,28.0,29.0,9.0,5.0,115,Regular Season
Detroit Pistons,2021-05-14,L,0.41,0.162,9.0,32.0,21.0,6.0,8.0,10.0,91,Denver Nuggets,0.488,0.281,9.0,40.0,29.0,6.0,3.0,104,Regular Season
Dallas Mavericks,2021-05-14,W,0.433,0.405,11.0,31.0,27.0,4.0,3.0,10.0,114,Toronto Raptors,0.494,0.342,4.0,40.0,19.0,7.0,5.0,110,Regular Season
Golden State Warriors,2021-05-14,W,0.483,0.436,8.0,38.0,29.0,4.0,4.0,12.0,125,New Orleans Pelicans,0.465,0.407,12.0,39.0,21.0,6.0,3.0,122,Regular Season
Memphis Grizzlies,2021-05-14,W,0.44,0.333,9.0,40.0,23.0,8.0,5.0,13.0,107,Sacramento Kings,0.385,0.238,14.0,42.0,21.0,7.0,2.0,106,Regular Season
Philadelphia 76ers,2021-05-14,W,0.473,0.471,10.0,36.0,35.0,9.0,8.0,9.0,122,Orlando Magic,0.398,0.333,10.0,34.0,21.0,4.0,5.0,97,Regular Season
Washington Wizards,2021-05-14,W,0.461,0.28,12.0,35.0,23.0,9.0,6.0,11.0,120,Cleveland Cavaliers,0.464,0.278,7.0,37.0,24.0,4.0,3.0,105,Regular Season
Oklahoma City Thunder,2021-05-14,L,0.429,0.316,10.0,35.0,13.0,6.0,2.0,17.0,93,Utah Jazz,0.43,0.333,17.0,36.0,23.0,9.0,3.0,109,Regular Season
New York Knicks,2021-05-15,W,0.511,0.432,7.0,43.0,29.0,3.0,7.0,10.0,118,Charlotte Hornets,0.382,0.265,15.0,36.0,28.0,5.0,2.0,109,Regular Season
San Antonio Spurs,2021-05-15,L,0.443,0.154,7.0,34.0,23.0,5.0,2.0,16.0,103,Phoenix Suns,0.553,0.455,7.0,40.0,32.0,10.0,1.0,140,Regular Season
Brooklyn Nets,2021-05-15,W,0.471,0.412,8.0,44.0,26.0,6.0,8.0,10.0,105,Chicago Bulls,0.347,0.268,19.0,33.0,24.0,7.0,4.0,91,Regular Season
Minnesota Timberwolves,2021-05-15,L,0.411,0.135,20.0,31.0,22.0,8.0,7.0,13.0,108,Boston Celtics,0.484,0.429,9.0,35.0,27.0,8.0,6.0,124,Regular Season
Milwaukee Bucks,2021-05-15,W,0.535,0.371,5.0,43.0,29.0,4.0,3.0,11.0,122,Miami Heat,0.417,0.449,9.0,29.0,25.0,8.0,3.0,108,Regular Season
Indiana Pacers,2021-05-15,L,0.517,0.273,8.0,29.0,28.0,10.0,8.0,13.0,115,Los Angeles Lakers,0.477,0.379,11.0,34.0,25.0,5.0,3.0,122,Regular Season
Golden State Warriors,2021-05-16,W,0.494,0.385,12.0,34.0,26.0,9.0,4.0,20.0,113,Memphis Grizzlies,0.435,0.24,12.0,27.0,25.0,12.0,5.0,101,Regular Season
Philadelphia 76ers,2021-05-16,W,0.489,0.475,9.0,32.0,35.0,8.0,5.0,12.0,128,Orlando Magic,0.474,0.357,9.0,38.0,23.0,4.0,3.0,117,Regular Season
Sacramento Kings,2021-05-16,L,0.467,0.3,5.0,34.0,24.0,10.0,5.0,13.0,99,Utah Jazz,0.477,0.462,9.0,41.0,28.0,9.0,3.0,121,Regular Season
New Orleans Pelicans,2021-05-16,L,0.474,0.36,8.0,39.0,26.0,4.0,5.0,21.0,98,Los Angeles Lakers,0.469,0.314,8.0,34.0,30.0,14.0,5.0,110,Regular Season
Brooklyn Nets,2021-05-16,W,0.566,0.533,4.0,33.0,35.0,9.0,9.0,12.0,123,Cleveland Cavaliers,0.447,0.308,11.0,34.0,16.0,8.0,5.0,109,Regular Season
Portland Trail Blazers,2021-05-16,W,0.529,0.419,11.0,40.0,24.0,3.0,6.0,14.0,132,Denver Nuggets,0.449,0.378,10.0,26.0,20.0,8.0,2.0,116,Regular Season
Minnesota Timberwolves,2021-05-16,W,0.544,0.425,11.0,27.0,35.0,11.0,4.0,10.0,136,Dallas Mavericks,0.484,0.421,11.0,27.0,32.0,5.0,5.0,121,Regular Season
New York Knicks,2021-05-16,W,0.43,0.481,4.0,37.0,16.0,7.0,6.0,11.0,96,Boston Celtics,0.407,0.268,9.0,37.0,19.0,4.0,6.0,92,Regular Season
Detroit Pistons,2021-05-16,L,0.465,0.314,7.0,26.0,26.0,4.0,4.0,16.0,107,Miami Heat,0.56,0.382,6.0,33.0,32.0,11.0,5.0,120,Regular Season
Oklahoma City Thunder,2021-05-16,W,0.532,0.308,14.0,40.0,20.0,1.0,12.0,15.0,117,LA Clippers,0.425,0.233,16.0,28.0,17.0,8.0,3.0,112,Regular Season
Toronto Raptors,2021-05-16,L,0.402,0.316,16.0,32.0,21.0,8.0,3.0,12.0,113,Indiana Pacers,0.505,0.405,10.0,37.0,34.0,8.0,3.0,125,Regular Season
Washington Wizards,2021-05-16,W,0.484,0.323,10.0,43.0,22.0,4.0,3.0,14.0,115,Charlotte Hornets,0.394,0.311,10.0,32.0,25.0,8.0,5.0,110,Regular Season
Chicago Bulls,2021-05-16,W,0.517,0.438,8.0,37.0,23.0,8.0,8.0,16.0,118,Milwaukee Bucks,0.422,0.324,10.0,31.0,14.0,13.0,5.0,112,Regular Season
San Antonio Spurs,2021-05-16,L,0.51,0.292,11.0,35.0,30.0,5.0,5.0,10.0,121,Phoenix Suns,0.51,0.371,10.0,38.0,36.0,7.0,5.0,123,Regular Season
Atlanta Hawks,2021-05-16,W,0.544,0.333,11.0,45.0,32.0,10.0,8.0,13.0,124,Houston Rockets,0.337,0.286,11.0,32.0,25.0,8.0,5.0,95,Regular Season
Milwaukee Bucks,2021-10-19,W,0.457,0.378,13.0,41.0,25.0,8.0,9.0,8.0,127,Brooklyn Nets,0.44,0.531,5.0,39.0,19.0,3.0,9.0,104,Regular Season
Los Angeles Lakers,2021-10-19,L,0.474,0.357,5.0,40.0,21.0,7.0,4.0,18.0,114,Golden State Warriors,0.441,0.359,9.0,41.0,30.0,9.0,2.0,121,Regular Season
Portland Trail Blazers,2021-10-20,L,0.484,0.343,9.0,40.0,25.0,5.0,5.0,13.0,121,Sacramento Kings,0.457,0.415,7.0,36.0,24.0,6.0,4.0,124,Regular Season
Phoenix Suns,2021-10-20,L,0.414,0.378,11.0,34.0,23.0,9.0,3.0,18.0,98,Denver Nuggets,0.53,0.436,6.0,40.0,25.0,9.0,1.0,110,Regular Season
Minnesota Timberwolves,2021-10-20,W,0.483,0.421,13.0,33.0,26.0,18.0,12.0,18.0,124,Houston Rockets,0.455,0.333,12.0,29.0,21.0,13.0,3.0,106,Regular Season
Charlotte Hornets,2021-10-20,W,0.43,0.419,12.0,34.0,29.0,9.0,5.0,8.0,123,Indiana Pacers,0.467,0.362,8.0,43.0,29.0,2.0,10.0,122,Regular Season
Memphis Grizzlies,2021-10-20,W,0.53,0.424,13.0,40.0,28.0,8.0,8.0,12.0,132,Cleveland Cavaliers,0.505,0.368,7.0,29.0,38.0,6.0,5.0,121,Regular Season
Utah Jazz,2021-10-20,W,0.44,0.298,12.0,41.0,18.0,6.0,5.0,10.0,107,Oklahoma City Thunder,0.374,0.2,15.0,35.0,19.0,4.0,2.0,86,Regular Season
San Antonio Spurs,2021-10-20,W,0.5,0.433,13.0,30.0,32.0,8.0,3.0,8.0,123,Orlando Magic,0.407,0.31,13.0,31.0,17.0,6.0,6.0,97,Regular Season
New York Knicks,2021-10-20,W,0.486,0.378,7.0,48.0,27.0,9.0,10.0,19.0,138,Boston Celtics,0.41,0.368,15.0,41.0,34.0,13.0,9.0,134,Regular Season
New Orleans Pelicans,2021-10-20,L,0.419,0.433,10.0,34.0,28.0,5.0,6.0,14.0,97,Philadelphia 76ers,0.518,0.52,6.0,41.0,24.0,9.0,5.0,117,Regular Season
Detroit Pistons,2021-10-20,L,0.4,0.214,11.0,36.0,17.0,7.0,5.0,17.0,88,Chicago Bulls,0.43,0.304,9.0,39.0,18.0,8.0,5.0,94,Regular Season
Toronto Raptors,2021-10-20,L,0.309,0.206,19.0,35.0,14.0,10.0,4.0,19.0,83,Washington Wizards,0.444,0.185,7.0,44.0,20.0,14.0,8.0,98,Regular Season
Atlanta Hawks,2021-10-21,W,0.479,0.429,6.0,49.0,31.0,8.0,9.0,13.0,113,Dallas Mavericks,0.333,0.302,10.0,40.0,16.0,7.0,3.0,87,Regular Season
Golden State Warriors,2021-10-21,W,0.518,0.484,10.0,43.0,27.0,5.0,4.0,21.0,115,LA Clippers,0.438,0.35,8.0,31.0,24.0,9.0,2.0,113,Regular Season
Miami Heat,2021-10-21,W,0.531,0.429,11.0,47.0,28.0,8.0,2.0,11.0,137,Milwaukee Bucks,0.381,0.286,5.0,33.0,19.0,6.0,0.0,95,Regular Season
Sacramento Kings,2021-10-22,L,0.394,0.222,16.0,36.0,20.0,15.0,5.0,15.0,101,Utah Jazz,0.411,0.381,13.0,38.0,16.0,14.0,3.0,110,Regular Season
Philadelphia 76ers,2021-10-22,L,0.473,0.389,5.0,30.0,17.0,8.0,9.0,10.0,109,Brooklyn Nets,0.466,0.316,11.0,36.0,26.0,6.0,6.0,114,Regular Season
Boston Celtics,2021-10-22,L,0.39,0.324,10.0,32.0,19.0,6.0,12.0,25.0,83,Toronto Raptors,0.42,0.286,21.0,39.0,22.0,16.0,2.0,115,Regular Season
Los Angeles Lakers,2021-10-22,L,0.395,0.441,12.0,34.0,25.0,7.0,3.0,16.0,105,Phoenix Suns,0.488,0.313,7.0,40.0,31.0,8.0,2.0,115,Regular Season
Denver Nuggets,2021-10-22,W,0.512,0.3,8.0,33.0,26.0,10.0,2.0,21.0,102,San Antonio Spurs,0.476,0.25,7.0,32.0,24.0,11.0,2.0,96,Regular Season
Chicago Bulls,2021-10-22,W,0.528,0.5,11.0,35.0,32.0,9.0,7.0,14.0,128,New Orleans Pelicans,0.483,0.517,9.0,33.0,26.0,7.0,5.0,112,Regular Season
Houston Rockets,2021-10-22,W,0.505,0.447,10.0,44.0,29.0,12.0,10.0,17.0,124,Oklahoma City Thunder,0.374,0.326,8.0,31.0,22.0,9.0,4.0,91,Regular Season
Orlando Magic,2021-10-22,L,0.398,0.395,9.0,37.0,24.0,5.0,3.0,19.0,96,New York Knicks,0.5,0.444,6.0,32.0,34.0,10.0,4.0,121,Regular Season
Cleveland Cavaliers,2021-10-22,L,0.512,0.29,7.0,29.0,26.0,9.0,3.0,19.0,112,Charlotte Hornets,0.527,0.406,11.0,35.0,32.0,13.0,1.0,123,Regular Season
Washington Wizards,2021-10-22,W,0.521,0.5,6.0,32.0,24.0,5.0,6.0,9.0,135,Indiana Pacers,0.536,0.441,7.0,35.0,28.0,5.0,6.0,134,Regular Season
Portland Trail Blazers,2021-10-23,W,0.543,0.42,8.0,40.0,24.0,8.0,5.0,9.0,134,Phoenix Suns,0.483,0.321,7.0,31.0,27.0,6.0,1.0,105,Regular Season
San Antonio Spurs,2021-10-23,L,0.485,0.256,10.0,28.0,29.0,10.0,4.0,13.0,111,Milwaukee Bucks,0.53,0.429,7.0,37.0,21.0,6.0,5.0,121,Regular Season
LA Clippers,2021-10-23,L,0.434,0.333,14.0,30.0,23.0,7.0,4.0,7.0,114,Memphis Grizzlies,0.467,0.417,13.0,35.0,26.0,5.0,3.0,120,Regular Season
Indiana Pacers,2021-10-23,W,0.392,0.256,14.0,41.0,18.0,10.0,5.0,16.0,102,Miami Heat,0.385,0.273,10.0,45.0,18.0,4.0,2.0,91,Regular Season
Chicago Bulls,2021-10-23,W,0.417,0.423,3.0,39.0,24.0,13.0,11.0,13.0,97,Detroit Pistons,0.386,0.179,11.0,42.0,14.0,9.0,8.0,82,Regular Season
Toronto Raptors,2021-10-23,L,0.4,0.297,11.0,38.0,17.0,7.0,6.0,12.0,95,Dallas Mavericks,0.418,0.333,13.0,37.0,24.0,6.0,6.0,103,Regular Season
Cleveland Cavaliers,2021-10-23,W,0.416,0.25,12.0,42.0,23.0,6.0,6.0,10.0,101,Atlanta Hawks,0.384,0.294,17.0,37.0,20.0,5.0,3.0,95,Regular Season
Minnesota Timberwolves,2021-10-23,W,0.406,0.316,13.0,34.0,22.0,13.0,8.0,20.0,96,New Orleans Pelicans,0.348,0.225,21.0,40.0,15.0,10.0,5.0,89,Regular Season
New York Knicks,2021-10-24,L,0.37,0.271,16.0,36.0,20.0,8.0,8.0,12.0,104,Orlando Magic,0.409,0.279,10.0,47.0,22.0,7.0,4.0,110,Regular Season
Sacramento Kings,2021-10-24,L,0.488,0.326,10.0,37.0,26.0,0.0,4.0,19.0,107,Golden State Warriors,0.443,0.351,14.0,29.0,26.0,12.0,3.0,119,Regular Season
Los Angeles Lakers,2021-10-24,W,0.536,0.533,9.0,27.0,29.0,10.0,12.0,17.0,121,Memphis Grizzlies,0.45,0.371,18.0,31.0,25.0,13.0,4.0,118,Regular Season
Oklahoma City Thunder,2021-10-24,L,0.476,0.258,6.0,36.0,24.0,9.0,4.0,11.0,103,Philadelphia 76ers,0.466,0.415,12.0,35.0,25.0,4.0,9.0,115,Regular Season
Houston Rockets,2021-10-24,L,0.427,0.438,5.0,35.0,20.0,7.0,4.0,20.0,97,Boston Celtics,0.442,0.319,6.0,37.0,22.0,10.0,6.0,107,Regular Season
Brooklyn Nets,2021-10-24,L,0.437,0.257,9.0,35.0,18.0,10.0,8.0,17.0,95,Charlotte Hornets,0.457,0.333,10.0,38.0,26.0,10.0,5.0,111,Regular Season
Atlanta Hawks,2021-10-25,W,0.511,0.375,10.0,39.0,24.0,11.0,3.0,16.0,122,Detroit Pistons,0.44,0.273,11.0,25.0,26.0,7.0,6.0,104,Regular Season
Toronto Raptors,2021-10-25,L,0.482,0.4,13.0,34.0,27.0,8.0,1.0,21.0,108,Chicago Bulls,0.481,0.444,5.0,24.0,24.0,11.0,3.0,111,Regular Season
LA Clippers,2021-10-25,W,0.473,0.326,5.0,38.0,37.0,21.0,6.0,17.0,116,Portland Trail Blazers,0.376,0.216,7.0,40.0,15.0,11.0,4.0,86,Regular Season
Denver Nuggets,2021-10-25,L,0.407,0.237,11.0,36.0,21.0,10.0,3.0,22.0,87,Cleveland Cavaliers,0.463,0.28,11.0,38.0,26.0,8.0,5.0,99,Regular Season
Minnesota Timberwolves,2021-10-25,L,0.344,0.3,11.0,30.0,20.0,10.0,7.0,11.0,98,New Orleans Pelicans,0.448,0.333,15.0,45.0,19.0,5.0,5.0,107,Regular Season
Brooklyn Nets,2021-10-25,W,0.426,0.286,7.0,47.0,23.0,6.0,4.0,9.0,104,Washington Wizards,0.347,0.231,10.0,43.0,16.0,5.0,5.0,90,Regular Season
Miami Heat,2021-10-25,W,0.471,0.222,9.0,33.0,28.0,10.0,2.0,11.0,107,Orlando Magic,0.407,0.273,6.0,33.0,21.0,7.0,6.0,90,Regular Season
Charlotte Hornets,2021-10-25,L,0.447,0.432,14.0,38.0,26.0,4.0,6.0,14.0,129,Boston Celtics,0.495,0.38,11.0,42.0,33.0,8.0,9.0,140,Regular Season
Indiana Pacers,2021-10-25,L,0.444,0.389,12.0,35.0,23.0,6.0,1.0,19.0,109,Milwaukee Bucks,0.482,0.344,7.0,35.0,24.0,13.0,6.0,119,Regular Season
Dallas Mavericks,2021-10-26,W,0.462,0.279,14.0,36.0,25.0,9.0,7.0,15.0,116,Houston Rockets,0.419,0.41,11.0,38.0,24.0,7.0,3.0,106,Regular Season
New York Knicks,2021-10-26,W,0.471,0.432,13.0,32.0,24.0,7.0,5.0,15.0,112,Philadelphia 76ers,0.439,0.293,12.0,28.0,24.0,9.0,4.0,99,Regular Season
San Antonio Spurs,2021-10-26,L,0.444,0.361,16.0,43.0,33.0,10.0,6.0,16.0,121,Los Angeles Lakers,0.476,0.267,9.0,47.0,20.0,8.0,10.0,125,Regular Season
