date,home,away,team,PTS,FG%,3P%,OREB,DREB,AST,STL,BLK,win
2022-12-31,UTA,MIA,MIA,126,50.6,33.3,10,27,32,10,1,1
2023-01-01,DEN,BOS,DEN,123,57.0,56.7,1,34,31,5,4,1
2023-01-01,DEN,BOS,BOS,111,46.0,27.3,10,31,30,8,3,0
2023-01-01,MEM,SAC,MEM,118,46.0,31.3,21,36,25,11,8,1
2023-01-01,MEM,SAC,SAC,108,40.6,34.9,14,33,24,7,4,0
2023-01-01,MIL,WAS,MIL,95,35.4,26.5,14,30,22,11,3,0
2023-01-01,MIL,WAS,WAS,118,53.2,25.9,12,42,29,9,6,1
2023-01-02,BKN,SAS,BKN,139,62.4,55.0,7,38,31,13,7,1
2023-01-02,BKN,SAS,SAS,103,43.3,25.8,15,28,26,5,4,0
2023-01-02,CHA,LAL,CHA,115,45.2,34.4,8,39,24,8,7,0
2023-01-02,CHA,LAL,LAL,121,48.4,33.3,9,44,26,6,5,1
2023-01-02,CLE,CHI,CLE,145,52.2,34.8,13,34,27,1,3,1
2023-01-02,CLE,CHI,CHI,134,49.5,30.3,6,36,22,8,2,0
2023-01-02,GSW,ATL,GSW,143,44.6,32.2,23,46,34,9,6,1
2023-01-02,GSW,ATL,ATL,141,48.6,31.4,10,43,30,9,10,0
2023-01-02,HOU,DAL,HOU,106,46.3,31.0,8,38,21,4,4,0
2023-01-02,HOU,DAL,DAL,111,42.0,30.2,8,33,19,8,6,1
2023-01-02,IND,TOR,IND,122,48.4,37.0,15,35,24,4,2,1
2023-01-02,IND,TOR,TOR,114,45.1,33.3,12,24,26,5,11,0
2023-01-02,LAC,MIA,LAC,100,43.3,41.4,3,31,19,7,1,0
2023-01-02,LAC,MIA,MIA,110,45.9,33.3,12,36,22,7,2,1
2023-01-02,MIN,DEN,MIN,124,51.7,36.1,11,30,29,7,4,1
2023-01-02,MIN,DEN,DEN,111,46.2,37.9,18,27,27,8,1,0
2023-01-02,NYK,PHX,NYK,102,48.6,39.4,5,40,26,1,2,1
2023-01-02,NYK,PHX,PHX,83,39.1,27.0,5,31,22,4,0,0
2023-01-02,PHI,NOP,PHI,120,47.7,42.9,7,28,26,9,6,1
2023-01-02,PHI,NOP,NOP,111,50.0,37.9,10,39,26,3,6,0
2023-01-02,POR,DET,POR,135,57.1,45.2,6,38,29,16,6,1
2023-01-02,POR,DET,DET,106,41.5,33.3,9,36,16,8,4,0
2023-01-03,MIL,WAS,MIL,123,48.0,27.5,15,34,27,8,6,1
2023-01-03,MIL,WAS,WAS,113,43.3,29.6,14,32,27,9,4,0
2023-01-03,OKC,BOS,OKC,150,59.2,50.0,9,35,31,14,3,1
2023-01-03,OKC,BOS,BOS,117,45.5,30.0,11,27,29,4,7,0
2023-01-03,UTA,SAC,UTA,115,43.2,29.5,12,32,21,9,3,0
2023-01-03,UTA,SAC,SAC,117,53.5,28.1,7,33,23,7,4,1
2023-01-04,CHA,MEM,CHA,107,40.4,28.9,10,34,25,11,8,0
2023-01-04,CHA,MEM,MEM,131,50.0,30.0,11,48,28,10,8,1
2023-01-04,CHI,BKN,CHI,121,53.1,40.0,6,40,21,7,7,1
2023-01-04,CHI,BKN,BKN,112,46.2,32.4,5,29,24,9,7,0
2023-01-04,CLE,PHX,CLE,90,39.0,30.6,7,39,15,9,4,1
2023-01-04,CLE,PHX,PHX,88,39.5,35.7,8,41,24,8,3,0
2023-01-04,GSW,DET,GSW,119,51.7,37.5,9,31,31,3,4,0
2023-01-04,GSW,DET,DET,122,48.9,44.4,11,30,29,9,1,1
2023-01-04,LAL,MIA,LAL,112,49.4,29.6,9,33,20,10,4,1
2023-01-04,LAL,MIA,MIA,109,45.3,27.6,14,29,24,9,4,0
2023-01-04,MIN,POR,MIN,113,51.3,37.5,8,25,25,8,6,1
2023-01-04,MIN,POR,POR,106,44.0,31.0,12,27,18,8,7,0
2023-01-04,NOP,HOU,NOP,119,46.1,36.8,15,36,25,6,6,1
2023-01-04,NOP,HOU,HOU,108,44.3,31.6,12,31,25,10,4,0
2023-01-04,NYK,SAS,NYK,117,47.9,32.3,14,33,16,7,6,1
2023-01-04,NYK,SAS,SAS,114,50.0,39.3,9,29,25,5,3,0
2023-01-04,ORL,OKC,ORL,126,51.9,39.4,13,36,26,6,5,1
2023-01-04,ORL,OKC,OKC,115,40.4,40.5,9,24,23,9,3,0
2023-01-04,PHI,IND,PHI,129,49.0,38.9,14,32,24,4,7,1
2023-01-04,PHI,IND,IND,126,47.4,36.1,13,32,31,7,8,0
2023-01-04,SAC,ATL,SAC,117,46.6,40.0,10,32,26,9,3,0
2023-01-04,SAC,ATL,ATL,120,53.6,33.3,7,37,21,9,4,1
2023-01-04,TOR,MIL,TOR,101,32.8,19.6,14,33,22,10,4,0
2023-01-04,TOR,MIL,MIL,104,39.8,33.3,13,60,26,4,4,1
2023-01-05,DAL,BOS,DAL,95,37.8,21.9,11,31,15,4,3,0
2023-01-05,DAL,BOS,BOS,124,48.8,37.2,10,42,29,6,8,1
2023-01-05,DEN,LAC,DEN,122,50.6,38.9,10,47,28,6,5,1
2023-01-05,DEN,LAC,LAC,91,37.4,13.5,8,33,24,7,3,0
2023-01-05,HOU,UTA,HOU,114,41.3,35.7,14,35,19,4,3,0
2023-01-05,HOU,UTA,UTA,131,49.5,39.6,9,33,33,10,5,1
2023-01-05,ORL,MEM,ORL,115,46.4,30.6,7,32,23,6,3,0
2023-01-05,ORL,MEM,MEM,123,52.2,33.3,9,40,24,5,3,1
2023-01-06,DEN,CLE,DEN,121,53.1,48.6,13,36,28,5,4,1
2023-01-06,DEN,CLE,CLE,108,45.5,38.5,18,22,30,7,5,0
2023-01-06,IND,POR,IND,108,45.2,28.0,4,37,22,11,6,1
2023-01-06,IND,POR,POR,99,40.4,27.3,12,40,30,5,1,0
2023-01-06,LAL,ATL,LAL,130,54.8,45.7,7,44,33,6,5,1
2023-01-06,LAL,ATL,ATL,114,45.8,29.0,7,32,24,8,5,0
2023-01-06,MIL,CHA,MIL,109,44.0,41.7,12,33,22,5,4,0
2023-01-06,MIL,CHA,CHA,138,52.0,41.7,13,36,32,11,3,1
2023-01-06,MIN,LAC,MIN,128,56.8,37.1,10,35,28,4,7,1
2023-01-06,MIN,LAC,LAC,115,44.0,36.0,18,22,22,13,3,0
2023-01-06,NOP,BKN,NOP,102,39.8,41.4,14,37,16,7,4,0
2023-01-06,NOP,BKN,BKN,108,43.5,45.5,10,33,26,8,12,1
2023-01-06,OKC,WAS,OKC,127,51.0,45.9,11,30,30,9,6,1
2023-01-06,OKC,WAS,WAS,110,48.1,29.2,11,35,21,6,2,0
2023-01-06,PHI,CHI,PHI,112,43.5,43.9,12,26,28,6,3,0
2023-01-06,PHI,CHI,CHI,126,57.1,58.8,8,37,33,3,4,1
2023-01-06,PHX,MIA,PHX,96,41.5,26.1,8,36,22,5,2,0
2023-01-06,PHX,MIA,MIA,104,42.3,31.6,5,32,19,10,3,1
2023-01-06,SAS,DET,SAS,121,55.6,37.5,7,37,27,8,4,1
2023-01-06,SAS,DET,DET,109,47.3,35.5,15,22,23,11,0,0
2023-01-06,TOR,NYK,TOR,108,42.2,34.5,12,34,22,7,3,0
2023-01-06,TOR,NYK,NYK,112,47.0,43.2,13,38,19,3,4,1
2023-01-07,CHI,UTA,CHI,126,53.0,46.4,7,37,22,4,4,1
2023-01-07,CHI,UTA,UTA,118,49.5,29.3,7,32,36,6,2,0
2023-01-07,DAL,NOP,DAL,127,56.8,44.8,5,34,23,5,7,1
2023-01-07,DAL,NOP,NOP,117,47.9,17.2,15,29,26,14,4,0
2023-01-07,GSW,ORL,GSW,101,37.5,31.0,11,38,26,7,1,0
2023-01-07,GSW,ORL,ORL,115,50.6,40.6,7,37,26,12,2,1
2023-01-07,SAC,LAL,SAC,134,52.3,43.8,13,21,25,5,4,0
2023-01-07,SAC,LAL,LAL,136,61.0,42.9,10,28,26,4,3,1
2023-01-07,SAS,BOS,SAS,116,49.0,28.0,12,39,25,6,3,0
2023-01-07,SAS,BOS,BOS,121,49.5,44.1,8,35,30,6,10,1
2023-01-08,DET,PHI,DET,111,50.6,34.8,10,33,25,9,2,0
2023-01-08,DET,PHI,PHI,123,48.9,29.7,14,30,24,12,5,1
2023-01-08,HOU,MIN,HOU,96,42.7,30.6,12,29,26,8,7,0
2023-01-08,HOU,MIN,MIN,104,47.5,35.7,9,35,23,8,4,1
2023-01-08,IND,CHA,IND,116,43.7,34.2,8,33,27,14,7,1
2023-01-08,IND,CHA,CHA,111,43.2,33.3,13,36,25,8,4,0
2023-01-08,LAC,ATL,LAC,108,38.9,33.3,21,38,25,6,5,0
2023-01-08,LAC,ATL,ATL,112,49.4,30.8,7,36,22,7,9,1
2023-01-08,MEM,UTA,MEM,123,45.1,39.5,13,26,28,16,7,1
2023-01-08,MEM,UTA,UTA,118,51.1,31.3,8,38,29,7,9,0
2023-01-08,MIA,BKN,MIA,101,41.3,37.1,16,25,22,8,4,0
2023-01-08,MIA,BKN,BKN,102,51.3,36.4,6,34,22,8,8,1
2023-01-08,OKC,DAL,OKC,120,48.4,42.9,13,35,27,5,8,1
2023-01-08,OKC,DAL,DAL,109,42.5,35.9,8,31,21,3,1,0
2023-01-08,PHX,CLE,PHX,98,44.0,53.8,6,30,22,7,2,0
2023-01-08,PHX,CLE,CLE,112,57.7,37.9,3,36,29,8,5,1
2023-01-08,TOR,POR,TOR,117,44.0,38.7,13,28,26,12,8,1
2023-01-08,TOR,POR,POR,105,44.7,30.0,10,32,19,5,4,0
2023-01-09,BOS,CHI,BOS,107,43.7,26.8,9,41,25,2,7,1
2023-01-09,BOS,CHI,CHI,99,45.3,34.3,6,36,19,6,1,0
2023-01-09,DEN,LAL,DEN,122,46.5,35.7,14,41,29,7,11,1
2023-01-09,DEN,LAL,LAL,109,44.1,28.6,11,33,20,12,2,0
2023-01-09,MEM,SAS,MEM,121,49.5,42.3,11,39,26,9,7,1
2023-01-09,MEM,SAS,SAS,113,45.4,34.4,12,30,28,8,1,0
2023-01-09,NYK,MIL,NYK,107,38.0,26.8,18,30,16,8,1,0
2023-01-09,NYK,MIL,MIL,111,43.8,38.8,12,36,27,3,5,1
2023-01-09,SAC,ORL,SAC,136,53.6,50.0,11,37,39,4,1,1
2023-01-09,SAC,ORL,ORL,111,45.6,31.8,9,32,24,7,7,0
2023-01-09,WAS,NOP,WAS,112,51.2,41.2,7,30,26,5,1,0
2023-01-09,WAS,NOP,NOP,132,52.7,38.5,12,32,24,9,5,1
2023-01-10,GSW,PHX,GSW,113,38.5,37.5,16,29,24,13,2,0
2023-01-10,GSW,PHX,PHX,125,45.6,45.2,19,38,26,5,7,1
2023-01-10,LAC,DAL,LAC,113,45.3,38.7,12,34,20,7,4,1
2023-01-10,LAC,DAL,DAL,101,43.5,31.6,3,29,15,5,6,0
2023-01-10,MIA,OKC,MIA,112,39.2,30.3,13,28,18,10,4,1
2023-01-10,MIA,OKC,OKC,111,48.4,25.7,14,30,27,8,3,0
2023-01-10,PHI,DET,PHI,147,60.7,35.5,10,45,36,7,8,1
2023-01-10,PHI,DET,DET,116,40.4,35.9,3,23,23,9,5,0
2023-01-10,POR,ORL,POR,106,48.3,17.1,13,30,22,10,7,0
2023-01-10,POR,ORL,ORL,109,51.3,37.5,6,29,19,10,2,1
2023-01-10,TOR,CHA,TOR,132,49.5,45.5,18,31,32,4,4,1
2023-01-10,TOR,CHA,CHA,120,54.7,42.9,6,28,33,6,4,0
2023-01-10,UTA,CLE,UTA,116,43.7,27.8,15,39,21,3,3,1
2023-01-10,UTA,CLE,CLE,114,46.7,27.0,7,30,18,7,7,0
2023-01-11,ATL,MIL,ATL,105,44.8,36.7,6,35,25,5,3,0
2023-01-11,ATL,MIL,MIL,114,45.9,37.5,14,43,28,6,4,1
2023-01-11,BOS,NOP,BOS,125,48.4,34.1,11,39,24,7,5,1
2023-01-11,BOS,NOP,NOP,114,51.7,36.7,4,29,22,5,4,0
2023-01-11,DEN,PHX,DEN,126,56.5,44.1,7,31,30,9,4,1
2023-01-11,DEN,PHX,PHX,97,43.3,28.1,15,29,28,4,2,0
2023-01-11,DET,MIN,DET,135,60.0,53.1,7,31,30,10,7,1
2023-01-11,DET,MIN,MIN,118,48.9,48.5,13,23,22,7,2,0
2023-01-11,MEM,SAS,MEM,135,51.5,63.6,17,40,19,6,8,1
2023-01-11,MEM,SAS,SAS,129,46.7,32.4,17,31,33,7,11,0
2023-01-11,NYK,IND,NYK,119,45.2,35.7,12,38,21,9,4,1
2023-01-11,NYK,IND,IND,113,47.8,30.8,8,33,27,8,5,0
2023-01-11,SAC,HOU,SAC,135,47.9,39.6,9,36,28,4,4,1
2023-01-11,SAC,HOU,HOU,115,45.8,39.0,8,40,30,7,3,0
2023-01-11,WAS,CHI,WAS,100,46.3,30.4,12,40,21,5,3,1
2023-01-11,WAS,CHI,CHI,97,46.6,31.0,8,31,16,7,6,0
2023-01-12,BKN,BOS,BKN,98,45.2,38.2,4,27,26,8,9,0
2023-01-12,BKN,BOS,BOS,109,47.7,33.3,12,36,23,4,6,1
2023-01-12,LAL,DAL,LAL,115,39.3,24.4,14,42,24,7,4,0
2023-01-12,LAL,DAL,DAL,119,50.0,33.3,3,51,25,4,9,1
2023-01-12,MIA,MIL,MIA,108,44.2,26.5,18,43,22,8,1,1
2023-01-12,MIA,MIL,MIL,102,40.2,38.6,8,31,20,10,2,0
2023-01-12,PHI,OKC,PHI,114,44.3,30.6,9,30,30,4,3,0
2023-01-12,PHI,OKC,OKC,133,51.2,42.4,5,34,28,7,6,1
2023-01-12,POR,CLE,POR,113,51.3,33.3,5,31,17,6,4,0
2023-01-12,POR,CLE,CLE,119,49.4,31.8,12,32,28,6,1,1
2023-01-12,TOR,CHA,TOR,124,51.8,35.7,8,24,30,15,4,1
2023-01-12,TOR,CHA,CHA,114,53.2,39.4,9,33,27,6,5,0
2023-01-13,CHI,OKC,CHI,110,44.7,31.6,10,32,30,7,5,0
2023-01-13,CHI,OKC,OKC,124,51.1,33.3,12,34,22,12,6,1
2023-01-13,DET,NOP,DET,110,47.8,23.3,7,35,20,7,3,0
2023-01-13,DET,NOP,NOP,116,48.8,35.5,8,40,29,7,3,1
2023-01-13,IND,ATL,IND,111,39.6,23.3,19,32,24,8,9,0
2023-01-13,IND,ATL,ATL,113,43.6,48.5,14,36,26,6,9,1
2023-01-13,LAC,DEN,LAC,103,47.1,34.5,11,32,20,6,3,0
2023-01-13,LAC,DEN,DEN,115,50.0,42.4,10,33,24,7,4,1
2023-01-13,MIN,PHX,MIN,121,52.2,35.7,4,33,24,13,3,1
2023-01-13,MIN,PHX,PHX,116,47.7,60.9,9,34,28,10,3,0
2023-01-13,SAC,HOU,SAC,139,54.7,50.0,14,32,34,10,8,1
2023-01-13,SAC,HOU,HOU,114,47.3,32.4,12,22,23,10,4,0
2023-01-13,SAS,GSW,SAS,113,45.5,36.4,7,31,26,6,3,0
2023-01-13,SAS,GSW,GSW,144,54.5,37.5,12,43,33,9,6,1
2023-01-13,UTA,ORL,UTA,112,43.4,31.4,17,42,15,9,11,1
2023-01-13,UTA,ORL,ORL,108,43.8,38.9,11,29,23,13,3,0
2023-01-13,WAS,NYK,WAS,108,38.7,31.0,12,38,18,3,4,0
2023-01-13,WAS,NYK,NYK,112,44.6,27.6,14,40,15,3,6,1
2023-01-14,CHA,BOS,CHA,106,46.6,29.6,10,36,21,3,2,0
2023-01-14,CHA,BOS,BOS,122,47.5,35.8,14,32,35,8,4,1
2023-01-14,IND,MEM,IND,112,36.9,23.4,16,33,26,5,8,0
2023-01-14,IND,MEM,MEM,130,55.2,37.5,7,38,32,11,8,1
2023-01-14,MIA,MIL,MIA,111,51.7,50.0,13,38,17,9,3,1
2023-01-14,MIA,MIL,MIL,95,40.5,39.6,7,25,26,7,2,0
2023-01-14,MIN,CLE,MIN,110,56.3,32.1,4,27,22,10,5,1
2023-01-14,MIN,CLE,CLE,102,48.7,28.6,8,32,24,5,2,0
2023-01-14,POR,DAL,POR,136,55.7,41.5,10,37,34,7,4,1
2023-01-14,POR,DAL,DAL,119,52.4,47.8,2,23,28,4,3,0
2023-01-14,TOR,ATL,TOR,103,41.4,24.1,11,32,19,9,3,0
2023-01-14,TOR,ATL,ATL,114,51.2,40.7,5,35,19,6,4,1
2023-01-14,UTA,PHI,UTA,117,47.8,30.0,10,38,20,5,6,0
2023-01-14,UTA,PHI,PHI,118,44.9,43.6,9,28,23,5,5,1
2023-01-15,BKN,OKC,BKN,102,42.9,29.3,14,37,24,4,7,0
2023-01-15,BKN,OKC,OKC,112,44.4,38.7,11,39,21,5,7,1
2023-01-15,CHI,GSW,CHI,132,50.5,38.5,7,31,29,12,1,1
2023-01-15,CHI,GSW,GSW,118,49.4,41.2,7,33,35,6,4,0
2023-01-15,DEN,ORL,DEN,119,53.9,33.3,12,29,32,10,5,1
2023-01-15,DEN,ORL,ORL,116,48.8,24.1,10,29,24,7,2,0
2023-01-15,DET,NYK,DET,104,44.6,40.9,9,29,23,4,4,0
2023-01-15,DET,NYK,NYK,117,45.5,40.0,18,34,17,3,6,1
2023-01-15,LAC,HOU,LAC,121,52.3,43.8,11,33,21,13,6,1
2023-01-15,LAC,HOU,HOU,100,45.2,22.6,10,29,22,8,6,0
2023-01-15,LAL,PHI,LAL,112,55.2,30.0,4,34,28,4,6,0
2023-01-15,LAL,PHI,PHI,113,50.6,35.3,5,33,29,3,7,1
2023-01-15,POR,DAL,POR,140,50.6,38.6,8,33,28,3,6,1
2023-01-15,POR,DAL,DAL,123,46.1,33.3,13,26,31,3,2,0
2023-01-15,SAS,SAC,SAS,119,51.6,38.5,11,29,27,1,3,0
2023-01-15,SAS,SAC,SAC,132,55.1,46.7,7,31,24,5,2,1
2023-01-16,ATL,MIA,ATL,121,59.2,48.1,2,26,27,9,5,1
2023-01-16,ATL,MIA,MIA,113,48.3,25.8,12,29,30,10,4,0
2023-01-16,CHA,BOS,CHA,118,45.6,41.9,13,25,26,7,2,0
2023-01-16,CHA,BOS,BOS,130,49.4,46.5,14,33,34,1,4,1
2023-01-16,CLE,NOP,CLE,113,48.8,32.1,13,30,22,5,4,1
2023-01-16,CLE,NOP,NOP,103,50.7,37.0,3,25,26,9,1,0
2023-01-16,LAL,HOU,LAL,140,53.8,36.4,9,30,23,4,5,1
2023-01-16,LAL,HOU,HOU,132,49.0,36.7,17,31,28,0,7,0
2023-01-16,MEM,PHX,MEM,136,53.1,43.2,13,38,29,8,6,1
2023-01-16,MEM,PHX,PHX,106,43.8,30.3,9,28,33,4,4,0
2023-01-16,MIL,IND,MIL,132,52.7,50.0,9,32,32,9,1,1
2023-01-16,MIL,IND,IND,119,51.2,47.5,4,33,29,6,5,0
2023-01-16,MIN,UTA,MIN,125,45.5,43.9,16,25,28,9,6,0
2023-01-16,MIN,UTA,UTA,126,53.6,38.2,14,36,25,0,5,1
2023-01-16,NYK,TOR,NYK,121,42.4,29.0,20,34,17,3,5,0
2023-01-16,NYK,TOR,TOR,123,39.6,29.5,14,28,27,8,12,1
2023-01-16,WAS,GSW,WAS,118,48.8,40.0,6,30,31,7,2,0
2023-01-16,WAS,GSW,GSW,127,49.5,40.9,9,34,28,8,1,1
2023-01-17,DEN,POR,DEN,122,50.0,34.4,11,31,32,8,6,1
2023-01-17,DEN,POR,POR,113,45.8,32.5,5,30,21,3,4,0
2023-01-17,LAC,PHI,LAC,110,50.0,35.3,8,25,20,4,5,0
2023-01-17,LAC,PHI,PHI,120,53.4,41.9,8,25,25,12,4,1
2023-01-17,MIL,TOR,MIL,130,53.5,48.7,6,36,24,5,5,1
2023-01-17,MIL,TOR,TOR,122,45.5,37.1,20,30,20,7,5,0
2023-01-17,SAS,BKN,SAS,106,38.1,20.6,13,41,23,12,4,1
2023-01-17,SAS,BKN,BKN,98,42.0,13.0,10,39,22,10,8,0
2023-01-18,DAL,ATL,DAL,122,52.4,38.1,10,21,26,5,3,0
2023-01-18,DAL,ATL,ATL,130,57.0,50.0,7,28,28,7,4,1
2023-01-18,DEN,MIN,DEN,122,52.9,38.1,8,26,27,10,2,1
2023-01-18,DEN,MIN,MIN,118,51.9,37.5,12,24,26,6,10,0
2023-01-18,HOU,CHA,HOU,117,50.5,31.3,12,35,21,4,5,0
2023-01-18,HOU,CHA,CHA,122,50.0,25.0,11,26,27,14,10,1
2023-01-18,LAL,SAC,LAL,111,48.3,32.4,6,30,26,9,3,0
2023-01-18,LAL,SAC,SAC,116,49.4,30.0,14,33,23,3,5,1
2023-01-18,MEM,CLE,MEM,115,45.4,32.4,15,27,22,10,7,1
2023-01-18,MEM,CLE,CLE,114,51.2,45.7,11,36,29,4,7,0
2023-01-18,NOP,MIA,NOP,98,46.3,43.3,9,29,27,5,3,0
2023-01-18,NOP,MIA,MIA,124,53.2,34.3,10,33,37,11,2,1
2023-01-18,NYK,WAS,NYK,105,41.7,26.9,20,29,14,9,4,0
2023-01-18,NYK,WAS,WAS,116,44.2,38.1,18,34,28,5,9,1
2023-01-18,OKC,IND,OKC,126,50.5,42.1,13,29,41,12,7,1
2023-01-18,OKC,IND,IND,106,41.5,36.4,20,28,23,9,10,0
2023-01-18,UTA,LAC,UTA,126,51.7,59.4,9,35,26,4,7,1
2023-01-18,UTA,LAC,LAC,103,40.2,44.1,16,34,23,1,6,0
2023-01-19,BOS,GSW,BOS,121,39.8,31.7,18,45,21,10,5,1
2023-01-19,BOS,GSW,GSW,118,40.0,34.6,8,39,28,10,7,0
2023-01-19,DET,CHI,DET,108,40.2,23.5,17,32,25,7,3,0
2023-01-19,DET,CHI,CHI,126,54.3,30.4,11,37,23,11,8,1
2023-01-19,MIN,TOR,MIN,128,50.6,42.5,8,29,31,12,5,1
2023-01-19,MIN,TOR,TOR,126,52.9,50.0,8,30,26,8,6,0
2023-01-19,PHX,BKN,PHX,117,45.9,39.3,12,37,30,4,3,1
2023-01-19,PHX,BKN,BKN,112,52.4,42.3,2,32,27,10,6,0
2023-01-19,POR,PHI,POR,95,37.6,24.3,13,31,19,4,3,0
2023-01-19,POR,PHI,PHI,105,50.6,30.8,5,38,24,8,8,1
2023-01-20,ATL,NYK,ATL,139,56.0,38.2,14,25,27,6,4,1
2023-01-20,ATL,NYK,NYK,124,59.0,43.3,9,25,27,5,3,0
2023-01-20,CLE,GSW,CLE,114,50.0,42.4,10,25,24,7,8,0
2023-01-20,CLE,GSW,GSW,120,48.8,53.5,14,31,25,9,4,1
2023-01-20,DAL,MIA,DAL,115,46.3,47.4,10,27,21,7,1,1
2023-01-20,DAL,MIA,MIA,90,47.8,20.0,5,34,15,3,1,0
2023-01-20,DEN,IND,DEN,134,61.4,50.0,12,26,38,16,4,1
2023-01-20,DEN,IND,IND,111,44.0,25.0,16,23,23,7,2,0
2023-01-20,LAL,MEM,LAL,122,40.9,31.7,10,37,24,7,7,1
2023-01-20,LAL,MEM,MEM,121,42.2,31.0,24,39,24,6,7,0
2023-01-20,ORL,NOP,ORL,123,52.0,50.0,5,37,28,2,5,1
2023-01-20,ORL,NOP,NOP,110,45.1,28.6,11,28,29,9,5,0
2023-01-20,SAC,OKC,SAC,118,47.1,31.6,13,40,25,1,2,1
2023-01-20,SAC,OKC,OKC,113,48.4,40.0,8,28,21,4,1,0
2023-01-20,SAS,LAC,SAS,126,57.3,53.8,12,22,34,3,1,0
2023-01-20,SAS,LAC,LAC,131,63.0,53.6,11,21,31,4,2,1
2023-01-20,UTA,BKN,UTA,106,42.0,41.0,13,33,24,6,1,0
2023-01-20,UTA,BKN,BKN,117,53.8,43.9,6,36,26,7,6,1
2023-01-21,ATL,CHA,ATL,118,54.2,44.0,6,34,24,5,4,0
2023-01-21,ATL,CHA,CHA,122,50.6,38.2,6,30,28,11,2,1
2023-01-21,CLE,MIL,CLE,114,55.8,31.8,9,32,33,9,3,1
2023-01-21,CLE,MIL,MIL,102,45.3,35.9,7,29,24,3,6,0
2023-01-21,MIN,HOU,MIN,113,45.8,41.5,3,27,20,12,9,1
2023-01-21,MIN,HOU,HOU,104,48.1,37.5,15,41,24,4,6,0
2023-01-21,PHX,IND,PHX,112,41.8,38.7,14,41,27,9,8,1
2023-01-21,PHX,IND,IND,107,37.5,35.1,11,37,22,10,4,0
2023-01-21,SAC,PHI,SAC,127,54.8,39.4,4,25,28,6,5,0
2023-01-21,SAC,PHI,PHI,129,52.7,42.9,16,30,27,4,3,1
2023-01-21,TOR,BOS,TOR,104,53.5,36.8,6,35,24,7,9,0
2023-01-21,TOR,BOS,BOS,106,44.7,45.7,11,30,25,9,8,1
2023-01-21,WAS,ORL,WAS,138,53.7,52.9,9,37,34,6,5,1
2023-01-21,WAS,ORL,ORL,118,46.7,41.2,9,32,24,3,10,0
2023-01-22,DAL,LAC,DAL,98,43.8,37.1,12,26,15,3,3,0
2023-01-22,DAL,LAC,LAC,112,45.5,42.9,9,37,20,6,3,1
2023-01-22,DEN,OKC,DEN,99,43.9,35.7,10,32,22,7,5,0
2023-01-22,DEN,OKC,OKC,101,44.9,26.9,14,36,21,4,5,1
2023-01-22,GSW,BKN,GSW,116,45.6,40.6,10,32,28,10,2,0
2023-01-22,GSW,BKN,BKN,120,54.4,51.9,9,33,30,4,7,1
2023-01-22,MIA,NOP,MIA,100,43.8,23.5,12,30,17,16,1,1
2023-01-22,MIA,NOP,NOP,96,47.4,26.7,8,33,24,17,4,0
2023-01-22,PHX,MEM,PHX,112,44.3,37.1,6,34,25,10,5,1
2023-01-22,PHX,MEM,MEM,110,43.5,34.4,15,37,28,8,4,0
2023-01-22,POR,LAL,POR,112,43.0,37.0,11,27,24,5,7,0
2023-01-22,POR,LAL,LAL,121,52.3,33.3,10,41,23,5,5,1
2023-01-22,TOR,NYK,TOR,125,45.6,44.1,17,28,21,12,4,1
2023-01-22,TOR,NYK,NYK,116,48.8,43.9,14,33,30,4,4,0
2023-01-23,CHI,ATL,CHI,111,46.3,32.4,15,32,28,13,3,1
2023-01-23,CHI,ATL,ATL,100,45.9,30.3,9,34,24,6,4,0
2023-01-23,DET,MIL,DET,130,49.4,40.6,11,30,26,10,3,0
2023-01-23,DET,MIL,MIL,150,56.1,44.2,13,37,38,11,6,1
2023-01-23,HOU,MIN,HOU,119,50.0,36.7,12,35,24,11,5,1
2023-01-23,HOU,MIN,MIN,114,45.1,38.1,12,29,19,8,7,0
2023-01-23,ORL,BOS,ORL,113,51.2,40.7,8,32,22,10,3,1
2023-01-23,ORL,BOS,BOS,98,43.4,39.1,8,29,24,5,4,0
2023-01-23,POR,SAS,POR,147,59.8,60.6,8,28,34,11,4,1
2023-01-23,POR,SAS,SAS,127,52.2,48.1,14,26,30,7,4,0
2023-01-23,SAC,MEM,SAC,133,55.7,55.0,10,43,37,10,5,1
2023-01-23,SAC,MEM,MEM,100,40.8,33.3,10,21,28,14,3,0
2023-01-23,UTA,CHA,UTA,120,47.7,40.0,9,37,25,8,4,1
2023-01-23,UTA,CHA,CHA,102,44.7,12.5,11,31,22,8,7,0
2023-01-24,DAL,WAS,DAL,126,52.8,33.3,8,30,24,6,2,0
2023-01-24,DAL,WAS,WAS,127,50.6,36.7,6,35,28,7,3,1
2023-01-24,IND,CHI,IND,116,42.4,27.0,14,31,24,9,10,1
2023-01-24,IND,CHI,CHI,110,48.9,20.8,11,34,19,5,5,0
2023-01-24,LAL,LAC,LAL,115,44.2,40.0,9,23,21,8,4,0
2023-01-24,LAL,LAC,LAC,133,60.7,50.0,7,40,25,4,9,1
2023-01-24,MIA,BOS,MIA,98,36.2,36.4,14,37,21,7,2,1
2023-01-24,MIA,BOS,BOS,95,43.2,31.3,5,39,21,5,6,0
2023-01-24,NOP,DEN,NOP,98,44.7,19.2,14,29,18,5,3,0
